hostname,st_spectype,st_teff,st_lum,st_rad,spectral_class,log_temp
TOI-3693,,5321.0,-0.344,0.79,,3.7259932589247224
Kepler-1090,,5321.0,-0.146,0.82,,3.7259932589247224
TOI-125,K0 V,5320.0,-0.285,0.85,K,3.7259116322950483
HD 73267,K0 V,5317.0,-0.175,0.96,K,3.725666660314179
Kepler-1726,,5316.0,-0.37,0.8,,3.7255849722706946
Kepler-1817,,5316.0,-0.38,0.92,,3.7255849722706946
HAT-P-27,G8,5316.0,-0.269,0.86,G,3.7255849722706946
Kepler-1559,,5316.0,-0.276,0.82,,3.7255849722706946
TOI-4504,K1 V,5315.0,-0.192,0.92,K,3.7255032688593155
K2-229,G9,5315.0,-0.389,0.79,G,3.7255032688593155
Kepler-977,,5315.0,-0.476,0.83,,3.7255032688593155
WASP-42,,5315.0,-0.361,0.89,,3.7255032688593155
Kepler-800,,5315.0,-0.358,0.82,,3.7255032688593155
14 Her,K0V,5314.94,-0.151,1.0,K,3.7254983661658074
Kepler-499,,5312.0,-0.279,0.83,,3.7252580663599613
HD 95872,K0 V,5312.0,-0.242,0.84,K,3.7252580663599613
Kepler-549,,5312.0,-0.306,0.99,,3.7252580663599613
K2-64,,5312.0,-0.234,0.73,,3.7252580663599613
Kepler-121,,5311.0,-0.474,0.7,,3.725176301419137
Kepler-1806,,5311.0,-0.435,0.79,,3.725176301419137
HATS-15,G9 V,5311.0,-0.204,0.92,G,3.725176301419137
Kepler-979,,5310.0,-0.32,0.83,,3.725094521081469
HD 41004 A,K1/K2 V,5310.0,-0.293,0.85,K,3.725094521081469
TOI-262,K0 V,5310.0,-0.29,0.85,K,3.725094521081469
WASP-139,K0,5310.0,-0.345,0.8,K,3.725094521081469
tau Cet,G8.5V,5310.0,-0.305,0.83,G,3.725094521081469
Kepler-46,,5309.0,-0.378,0.79,,3.725012725341157
Kepler-1191,,5308.0,-0.226,0.81,,3.724930914192398
Kepler-421,G9/K0,5308.0,-0.398,0.76,G,3.724930914192398
Kepler-397,,5307.0,-0.376,0.77,,3.7248490876293854
Kepler-598,,5307.0,-0.258,0.86,,3.7248490876293854
Kepler-1245,,5306.0,-0.411,0.83,,3.7247672456463103
TOI-2364,,5306.0,-0.252,0.89,,3.7247672456463103
HATS-5,G,5304.0,-0.268,0.87,G,3.7246035153967165
HD 11964,G9 V CN+1,5303.0,0.459,2.01,G,3.7245216271185626
Kepler-1247,,5303.0,-0.345,0.82,,3.7245216271185626
HAT-P-22,G5 V,5302.0,-0.114,1.11,G,3.7244397233970745
Kepler-179,,5302.0,-0.278,0.76,,3.7244397233970745
Kepler-1045,,5301.0,-0.334,0.82,,3.7243578042264267
HD 102195,K0 V,5301.0,-0.334,0.82,K,3.7243578042264267
TOI-1268,K1-K2,5300.0,-0.288,0.92,K,3.724275869600789
WASP-162,K0,5300.0,0.054,1.11,K,3.724275869600789
Pr0211,,5300.0,-0.336,0.83,,3.724275869600789
Kepler-292,,5299.0,-0.337,0.83,,3.7241939195143297
TOI-220,K0 V,5298.0,-0.267,0.86,K,3.7241119539612124
WASP-160 B,K0 V,5298.0,-0.318,0.87,K,3.7241119539612124
Kepler-1132,,5298.0,-0.378,0.83,,3.7241119539612124
Kepler-1554,,5297.0,-0.393,0.81,,3.7240299729355977
Kepler-272,,5297.0,0.066,0.93,,3.7240299729355977
Kepler-589,,5296.0,-0.347,0.83,,3.7239479764316434
Kepler-176,,5295.0,-0.404,0.83,,3.7238659644435037
Kepler-1610,,5295.0,-0.483,0.8,,3.7238659644435037
HAT-P-44,,5295.0,-0.194,0.95,,3.7238659644435037
KOI-984,,5295.0,-0.324,0.82,,3.7238659644435037
HD 45652,G8/K0,5294.0,-0.2,0.94,G,3.7237839369653294
Kepler-515,,5293.0,-0.312,0.83,,3.723701893991268
Kepler-496,,5293.0,-0.416,0.82,,3.723701893991268
TOI-421,G9 V,5291.0,-0.268,0.87,G,3.723537761532057
HD 42813,,5289.0,-0.155,0.98,,3.7233735670189843
Kepler-1553,,5288.0,-0.338,0.81,,3.723291446477584
Kepler-1757,,5288.0,-0.369,0.74,,3.723291446477584
Kepler-37,,5288.0,-0.322,0.77,,3.723291446477584
Kepler-816,,5286.0,-0.374,0.85,,3.7231271587956916
HD 46375,K1 IV-V,5285.0,-0.245,0.91,K,3.723044991643445
AB Pic,K2 V,5285.0,-0.226,1.0,K,3.723044991643445
TOI-1775,,5284.0,-0.316,0.83,,3.7229628089424898
K2-329,,5282.0,-0.329,0.89,,3.722798396870905
Kepler-191,,5282.0,-0.414,0.79,,3.722798396870905
HD 99109,G8/K0 IV,5282.0,-0.172,0.98,G,3.722798396870905
Kepler-756,,5282.0,-0.358,0.79,,3.722798396870905
Kepler-1541,,5282.0,-0.336,0.81,,3.722798396870905
TOI-4145 A,,5281.0,-0.287,0.86,,3.7227161674884948
Kepler-1134,,5281.0,-0.397,0.81,,3.7227161674884948
Kepler-656,,5281.0,-0.299,0.82,,3.7227161674884948
K2-31,G7 V,5280.0,-0.11,0.78,G,3.722633922533812
WASP-84,K0,5280.0,-0.325,0.77,K,3.722633922533812
Kepler-1605,,5280.0,0.429,0.82,,3.722633922533812
Kepler-819,,5279.0,-0.398,0.81,,3.7225516620009587
Kepler-600,,5279.0,-0.339,0.81,,3.7225516620009587
TOI-757,K0 V,5278.0,-0.377,0.78,K,3.7224693858840308
Kepler-1932,,5278.0,-0.352,0.82,,3.7224693858840308
CoRoT-7,G9 V,5275.0,-0.289,0.83,G,3.72222246396973
Kepler-118,,5274.0,-0.377,1.09,,3.7221401254574156
Kepler-148,,5272.0,-0.383,0.85,,3.7219754015859534
K2-32,G9 V,5271.0,-0.296,0.86,G,3.7218930162149575
HD 98736,G5,5271.0,-0.22,0.93,G,3.7218930162149575
K2-32,G9 V,5271.0,-0.488,0.86,G,3.7218930162149575
Kepler-1107,,5268.0,-0.417,0.82,,3.721645766289746
Kepler-614,,5268.0,-0.418,0.81,,3.721645766289746
Kepler-1415,,5267.0,-0.297,0.84,,3.721563318357481
HD 110067,K0.0 V,5266.0,-0.362,0.79,K,3.7214808547700495
Kepler-263,,5265.0,-0.456,0.79,,3.721398375521505
Kepler-663,,5264.0,-0.313,0.82,,3.721315880605899
K2-53,,5263.0,-0.579,0.81,,3.7212333700172775
Kepler-896,,5262.0,0.481,0.81,,3.721150843749684
K2-241,,5262.0,-0.446,0.75,,3.721150843749684
HD 3167,K0 V,5261.0,-0.27,0.88,K,3.721068301797159
Kepler-877,,5261.0,-0.343,0.81,,3.721068301797159
Kepler-1404,,5261.0,-0.37,0.8,,3.721068301797159
Kepler-1241,,5261.0,-0.324,0.8,,3.721068301797159
WASP-140,K0,5260.0,-0.294,0.87,K,3.7209857441537393
CoRoT-29,K0 V,5260.0,-0.094,0.9,K,3.7209857441537393
Kepler-519,,5260.0,-0.335,0.8,,3.7209857441537393
Kepler-1304,,5259.0,0.639,0.81,,3.7209031708134575
GJ 3222,K0V,5257.46,-0.252,0.93,K,3.7207759771557223
TOI-849,G,5257.0,-0.218,0.97,G,3.720737977018425
CoRoT-7,G9 V,5256.0,-0.289,0.86,G,3.7206553565517244
Kepler-1498,,5256.0,-0.166,0.81,,3.7206553565517244
Kepler-1926,,5256.0,-0.647,0.83,,3.7206553565517244
HD 20781,K0 V,5256.0,-0.31,0.83,K,3.7206553565517244
TOI-199,G9 V,5255.0,-0.338,0.82,G,3.720572720364261
Kepler-1566,,5254.0,-0.437,0.81,,3.7204900684500517
TOI-2211,,5253.0,-0.321,0.83,,3.7204074008031087
Kepler-1010,,5253.0,-0.412,0.82,,3.7204074008031087
Kepler-1173,,5252.0,-0.435,0.82,,3.7203247174174416
Kepler-1978,,5251.0,-0.298,0.78,,3.720242018287057
TOI-332,K0 V,5251.0,-0.221,0.87,K,3.720242018287057
Kepler-27,,5251.0,-0.329,0.82,,3.720242018287057
Kepler-260,,5250.0,-0.092,0.86,,3.720159303405957
K2-171,,5250.0,0.516,1.72,,3.720159303405957
CoRoT-7,G9 V,5250.0,-0.292,0.84,G,3.720159303405957
HD 103197,K1 V(P),5250.0,-0.328,0.88,K,3.720159303405957
Kepler-916,,5248.0,-0.278,0.81,,3.719993826367604
Kepler-479,,5247.0,-0.409,0.81,,3.719911064198339
K2-184,,5245.0,-0.399,0.75,,3.7197454925295768
Kepler-598,,5245.0,-0.258,0.9,,3.7197454925295768
Kepler-607,,5244.0,-0.382,0.89,,3.7196626830180466
TOI-4308,,5243.0,-0.368,0.79,,3.719579857713723
Kepler-1767,,5243.0,-0.503,0.83,,3.719579857713723
Kepler-221,,5243.0,-0.404,0.82,,3.719579857713723
Kepler-558,,5242.0,-0.384,0.81,,3.719497016610582
Kepler-1832,,5242.0,-0.337,0.72,,3.719497016610582
Kepler-931,,5241.0,-0.35,0.81,,3.7194141597025934
NGTS-8,K0 V,5241.0,-0.21,0.98,K,3.7194141597025934
KOI-7368,,5241.0,-0.316,0.87,,3.7194141597025934
Kepler-477,,5240.0,-0.372,0.79,,3.7193312869837265
Kepler-1222,,5239.0,-0.458,0.8,,3.719248398447946
WASP-84,K0,5238.0,-0.325,0.77,K,3.7191654940892134
Kepler-1852,,5237.0,-0.432,0.83,,3.719082573901486
K2-396,G9,5236.0,-0.23,0.92,G,3.718999637878718
Kepler-1302,,5236.0,-0.467,0.82,,3.718999637878718
Kepler-1309,,5235.0,-0.603,0.8,,3.718916686014861
Kepler-189,,5235.0,-0.448,0.75,,3.718916686014861
Kepler-324,,5233.0,-0.308,0.84,,3.718750734739665
K2-200,,5233.0,-0.429,0.79,,3.718750734739665
Kepler-176,,5232.0,-0.404,0.89,,3.718667735316211
Kepler-976,,5232.0,-0.36,0.83,,3.718667735316211
TrES-1,K0 V,5230.0,-0.301,0.85,K,3.718501688867274
Kepler-1829,,5230.0,-0.394,0.78,,3.718501688867274
Kepler-1792,,5229.0,-0.508,1.01,,3.7184186418296554
Kepler-1760,,5229.0,-0.26,0.9,,3.7184186418296554
Kepler-243,,5228.0,-0.373,0.84,,3.7183355789085066
HATS-2,K,5227.0,-0.268,0.88,K,3.7182525000977504
Kepler-1020,,5227.0,-0.436,0.8,,3.7182525000977504
Kepler-1205,,5226.0,-0.418,0.81,,3.718169405391307
TOI-444,K1/2 V,5225.0,-0.418,0.78,K,3.7180862947830917
Kepler-1162,,5225.0,-0.322,0.86,,3.7180862947830917
Kepler-351,,5225.0,-0.386,0.78,,3.7180862947830917
TOI-1443,,5224.0,-0.42,0.75,,3.7180031682670176
Kepler-1872,,5223.0,-0.506,0.89,,3.7179200258369938
K2-192,,5222.0,-0.36,0.81,,3.7178368674869255
Kepler-711,,5222.0,-0.499,0.8,,3.7178368674869255
HD 3651,K0 V,5221.0,-0.274,0.87,K,3.7177536932107156
K2-211,,5221.0,-0.386,0.82,,3.7177536932107156
Kepler-1377,,5218.0,-0.293,0.82,,3.717504074764202
Kepler-736,,5217.0,-0.35,0.81,,3.717420836722375
HIP 97166,K0 V,5216.0,-0.325,0.84,K,3.717337582723864
Kepler-1291,,5216.0,-0.467,0.8,,3.717337582723864
Qatar-4,K1 V,5215.0,-0.318,0.85,K,3.7172543127625497
Kepler-1071,,5215.0,-0.313,0.81,,3.7172543127625497
Kepler-191,,5215.0,-0.414,0.8,,3.7172543127625497
Kepler-1600,,5214.0,-0.339,0.82,,3.71717102683231
Kepler-969,,5214.0,-0.389,0.82,,3.71717102683231
TOI-1246,K V,5213.0,-0.301,0.86,K,3.717087724927019
K2-65,,5213.0,-0.328,0.84,,3.717087724927019
Kepler-1263,,5213.0,-0.414,0.8,,3.717087724927019
Kepler-973,,5213.0,-0.344,0.78,,3.717087724927019
K2-198,,5212.9,-0.401,0.76,,3.717079393857626
HD 95338,K0.5 V,5212.0,-0.31,0.87,K,3.7170044070405472
Kepler-572,,5212.0,-0.434,0.79,,3.7170044070405472
HD 97658,K1 V,5212.0,-0.455,0.73,K,3.7170044070405472
Kepler-352,,5212.0,-0.432,0.78,,3.7170044070405472
Kepler-1179,,5212.0,-0.444,0.81,,3.7170044070405472
Kepler-949,,5211.0,-0.442,0.9,,3.7169210731667612
Kepler-165,,5211.0,-0.472,0.77,,3.7169210731667612
Kepler-1097,,5211.0,-0.404,0.79,,3.7169210731667612
Kepler-478,,5210.0,-0.371,0.8,,3.7168377232995247
Kepler-352,,5208.0,-0.432,0.77,,3.7166709755601355
Kepler-790,,5208.0,-0.424,0.8,,3.7166709755601355
Kepler-253,,5208.0,-0.387,0.79,,3.7166709755601355
Kepler-185,,5208.0,-0.504,0.81,,3.7166709755601355
Kepler-246,,5206.0,-0.413,0.83,,3.716504163773217
Kepler-995,,5206.0,-0.419,0.8,,3.716504163773217
HD 39194,K0 V,5205.0,-0.409,0.78,K,3.716420733846555
TOI-1248,,5205.0,-0.289,0.87,,3.716420733846555
Kepler-1595,,5203.0,-0.363,0.8,,3.7162538258960365
Kepler-636,,5203.0,-0.374,0.8,,3.7162538258960365
Kepler-1552,,5202.0,-0.201,0.78,,3.716170347859854
Kepler-1545,,5201.0,-0.277,0.8,,3.716086853774832
WASP-144,K2 V,5200.0,-0.129,0.81,K,3.716003343634799
Kepler-75,K0 V,5200.0,-0.215,0.89,K,3.716003343634799
WASP-67,,5200.0,-0.294,0.88,,3.716003343634799
Kepler-1034,,5198.0,-0.439,0.8,,3.715836275164994
Kepler-1413,,5196.0,-0.391,0.8,,3.71566914240099
Kepler-607,,5196.0,-0.382,0.8,,3.71566914240099
Kepler-48,,5194.0,-0.289,0.89,,3.715501945293284
Kepler-324,,5194.0,-0.308,0.84,,3.715501945293284
Kepler-1221,,5194.0,-0.355,0.82,,3.715501945293284
Kepler-48,,5194.0,-0.345,0.89,,3.715501945293284
Kepler-1347,,5193.0,-0.388,0.79,,3.715418322595056
TOI-2076,K,5192.0,-0.378,0.8,K,3.715334683792313
Kepler-532,,5192.0,-0.458,0.79,,3.715334683792313
Kepler-553,,5191.0,-0.271,0.9,,3.7152510288788494
Kepler-1793,,5191.0,-0.234,0.76,,3.7152510288788494
Kepler-324,,5191.0,-0.308,0.83,,3.7152510288788494
Kepler-821,,5191.0,-0.364,0.8,,3.7152510288788494
TOI-4582,,5190.0,0.612,2.5,,3.7151673578484576
Kepler-1841,,5190.0,-0.278,0.9,,3.7151673578484576
Kepler-48,,5190.0,-0.345,0.84,,3.7151673578484576
Kepler-248,,5190.0,-0.418,0.83,,3.7151673578484576
TOI-470,G,5190.0,-0.358,0.83,G,3.7151673578484576
Kepler-1301,,5188.0,-0.346,0.81,,3.7149999674120426
Kepler-1379,,5188.0,-0.403,0.79,,3.7149999674120426
Kepler-57,,5187.9,-0.342,0.83,,3.7149915961964
NGTS-14 A,K1 V,5187.0,-0.311,0.84,K,3.714916247993585
Kepler-137,,5187.0,-0.292,0.8,,3.714916247993585
Kepler-1420,,5187.0,-0.232,0.79,,3.714916247993585
HD 2638,K1 V,5186.0,-0.33,0.94,K,3.7148325124333326
HD 85390,K1.5 V,5186.0,-0.367,0.8,K,3.7148325124333326
HD 109988,,5185.97,-0.307,0.87,,3.714830000117069
K2-165,,5185.0,-0.37,0.8,,3.7147487607250596
TOI-2048,G V,5185.0,-0.387,0.79,G,3.7147487607250596
HAT-P-3,K1,5185.0,-0.344,0.86,K,3.7147487607250596
Kepler-1164,,5183.0,-0.399,0.79,,3.7145812088395314
GJ 86,K1V,5182.0,-0.39,0.77,K,3.714497408649806
Kepler-1358,,5181.0,-0.413,0.79,,3.714413592287121
K2-182,,5181.0,-0.396,0.8,,3.714413592287121
HD 137388,K2 IV,5181.0,-0.337,0.88,K,3.714413592287121
Kepler-695,,5181.0,-0.159,0.8,,3.714413592287121
Kepler-257,,5180.0,-0.378,1.04,,3.714329759745233
Kepler-1753,,5180.0,-0.56,0.77,,3.714329759745233
WASP-2,K1,5180.0,-0.313,0.87,K,3.714329759745233
HIP 109384,G5,5180.0,-0.319,0.83,G,3.714329759745233
Kepler-967,,5178.0,-0.718,0.8,,3.714162046098853
Kepler-386,,5178.0,-0.402,0.77,,3.714162046098853
HD 80883,,5177.91,-0.367,0.81,,3.7141544974617227
Kepler-417,,5177.0,-0.411,0.81,,3.714078164981856
Kepler-1539,,5176.0,-0.426,0.8,,3.713994267660644
K2-191,,5176.0,-0.345,0.84,,3.713994267660644
HD 203387,,5174.32,1.86,10.59,,3.7138532836647857
Kepler-245,,5174.0,-0.396,0.8,,3.7138264243805246
Kepler-148,,5172.0,-0.383,0.81,,3.7136585162083566
55 Cnc,K0 IV-V,5172.0,-0.197,0.94,K,3.7136585162083566
55 Cnc,G8 V,5172.0,-0.197,0.94,G,3.7136585162083566
55 Cnc,G8V,5172.0,-0.197,0.94,G,3.7136585162083566
K2-250,,5172.0,-0.426,0.81,,3.7136585162083566
TrES-5,,5171.0,-0.344,0.87,,3.71357453777207
EPIC 212297394,,5171.0,-0.467,0.8,,3.71357453777207
EPIC 212297394,,5171.0,-0.505,0.8,,3.71357453777207
Kepler-1728,,5170.0,-0.416,0.81,,3.7134905430939424
Kepler-425,K1 V,5170.0,-0.323,0.86,K,3.7134905430939424
TOI-4600,K V,5170.0,-0.377,0.81,K,3.7134905430939424
Kepler-963,G,5169.47,-0.27,0.93,G,3.713446019327132
PZ Tel,G9 IV,5169.0,0.007,1.26,G,3.713406532167691
Kepler-1813,,5167.0,-0.4,0.79,,3.7132384615456617
HD 192310,K3V,5166.0,-0.415,0.86,K,3.7131544018372984
HD 192310,K3V,5166.0,-0.415,0.81,K,3.7131544018372984
Kepler-763,,5166.0,-0.334,0.8,,3.7131544018372984
Kepler-390,,5166.0,-0.352,0.78,,3.7131544018372984
Kepler-1897,,5165.0,-0.39,0.76,,3.7130703258556395
TOI-1824,,5165.0,-0.373,0.81,,3.7130703258556395
KPS-1,K1 V,5165.0,-0.353,0.91,K,3.7130703258556395
Kepler-1822,,5165.0,-0.286,0.7,,3.7130703258556395
Kepler-781,,5162.0,-0.384,0.78,,3.71281800020785
K2-273,,5161.0,-0.353,0.85,,3.7127338590699517
Kepler-601,,5160.0,-0.428,0.79,,3.7126497016272113
Kepler-250,,5160.0,-0.457,0.81,,3.7126497016272113
Kepler-1409,,5160.0,-0.422,0.79,,3.7126497016272113
HD 25015,K2 V,5160.0,-0.384,0.83,K,3.7126497016272113
Kepler-1038,,5159.0,-0.362,0.82,,3.7125655278733083
Kepler-1907,,5159.0,-0.625,0.8,,3.7125655278733083
Kepler-1993,,5159.0,0.778,3.06,,3.7125655278733083
TOI-1174,,5158.0,-0.463,0.78,,3.712481337801919
Kepler-1168,,5157.0,-0.53,0.82,,3.712397131406715
Kepler-1480,,5156.0,-0.449,0.81,,3.7123129086813655
Kepler-46,,5155.0,-0.255,0.94,,3.7122286696195355
Kepler-1064,,5153.0,-0.401,0.79,,3.7120601424610746
K2-252,,5152.0,-0.408,0.82,,3.711975854351756
TOI-286,K3 V,5152.0,0.386,0.78,K,3.711975854351756
TOI-1758,,5151.0,-0.379,0.82,,3.711891549880579
Kepler-1873,,5151.0,-0.41,0.79,,3.711891549880579
TOI-1246,K V,5151.0,-0.316,0.86,K,3.711891549880579
Kepler-428,K1 V,5150.0,-0.39,0.8,K,3.711807229041191
WASP-23,,5150.0,-0.377,0.77,,3.711807229041191
CoRoT-28,G8/9 IV,5150.0,0.388,1.78,G,3.711807229041191
WASP-45,K2 V,5150.0,-0.336,0.86,K,3.711807229041191
Kepler-567,,5148.0,-0.409,0.79,,3.711638538232349
Kepler-712,,5148.0,-0.484,0.78,,3.711638538232349
Kepler-290,,5147.0,-0.586,0.74,,3.7115541682501694
Kepler-1692,,5146.0,-0.324,0.87,,3.7114697818743276
Kepler-1701,,5146.0,-0.351,0.84,,3.7114697818743276
HD 18599,K2 V,5145.0,-0.429,0.77,K,3.7113853790984517
Kepler-1317,,5144.0,-0.414,0.79,,3.7113009599161657
TOI-2202,K8 V,5144.0,-0.401,0.79,K,3.7113009599161657
Kepler-1024,,5143.0,-0.35,0.78,,3.71121652432109
NGTS-4,,5143.0,-0.353,0.84,,3.71121652432109
Kepler-290,,5142.0,-0.586,0.76,,3.711132072306842
K2-276,,5139.0,-0.405,0.85,,3.710878617685173
Kepler-595,,5138.5,-0.348,0.82,,3.710836360863743
DMPP-3 A,K0 V,5138.0,-0.293,0.91,K,3.7107940999303275
HATS-69,,5137.0,-0.318,0.88,,3.710709565724337
Kepler-1671,,5135.55,-0.266,0.93,,3.7105869618912206
Kepler-1881,,5135.0,-0.307,0.87,,3.710540447933297
HD 114783,K0,5135.0,-0.372,0.84,K,3.710540447933297
Kepler-1983,,5135.0,-0.481,0.87,,3.710540447933297
TOI-5803,,5134.0,-0.439,0.76,,3.7104558643354246
TOI-1472,,5133.0,-0.356,0.84,,3.710371264260763
Kepler-566,,5132.0,-0.524,0.79,,3.710286647702891
Kepler-196,,5132.0,-0.393,0.77,,3.710286647702891
HD 7924,K0.5 V,5131.0,-0.406,0.78,K,3.7102020146553847
HD 180053,K0,5131.0,1.099,4.06,K,3.7102020146553847
K2-15,G8,5131.0,-0.453,0.68,G,3.7102020146553847
HAT-P-52,K1,5131.0,-0.305,0.89,K,3.7102020146553847
Kepler-1361,,5131.0,-0.437,0.79,,3.7102020146553847
WASP-89,K3,5130.0,-0.343,0.88,K,3.7101173651118162
Kepler-1214,,5130.0,-0.419,0.8,,3.7101173651118162
TYC 3667-1280-1,,5130.0,1.38,6.26,,3.7101173651118162
Kepler-1783,,5129.0,-0.451,1.78,,3.7100326990657537
K2-383,,5129.0,-0.397,0.8,,3.7100326990657537
Kepler-196,,5128.0,-0.393,0.78,,3.709948016510761
Kepler-599,,5127.0,-0.522,0.79,,3.709863317440399
HD 166724,K0 IV-V,5127.0,-0.509,0.8,K,3.709863317440399
HD 114783,K1 V,5126.74,-0.373,0.84,K,3.7098412929760927
HD 15337,K1 V,5125.0,-0.326,0.86,K,3.7096938697277917
Kepler-1825,,5123.0,-0.532,0.85,,3.709524355876341
Kepler-1284,,5123.0,-0.395,0.79,,3.709524355876341
Kepler-211,,5123.0,-0.413,0.82,,3.709524355876341
HD 108341,K2 V,5122.0,-0.37,0.79,K,3.709439574132411
Kepler-1614,,5121.0,-0.271,0.76,,3.709354775834396
K2-131,,5120.0,-0.479,0.76,,3.709269960975831
Kepler-229,,5120.0,-0.538,0.73,,3.709269960975831
Kepler-1600,,5119.0,-0.339,0.83,,3.7091851295502454
Kepler-330,,5117.0,-0.442,0.72,,3.7090154169721172
HD 215497,K3 V,5113.0,-0.41,0.9,K,3.708675792726537
HD 215497,K3 V,5110.0,-0.41,0.85,K,3.708420900134713
Kepler-1804,,5109.0,-0.512,1.67,,3.7083359026822635
HD 101930,K1 V,5108.0,-0.31,0.86,K,3.708250888591378
Kepler-768,,5108.0,-0.466,0.78,,3.708250888591378
Kepler-735,,5107.0,-0.517,0.8,,3.70816585785554
Kepler-1356,,5106.0,-0.486,0.78,,3.7080808104682315
Kepler-190,,5106.0,-0.441,0.8,,3.7080808104682315
K2-268,,5106.0,-0.471,0.78,,3.7080808104682315
TOI-1798,,5106.0,-0.404,0.79,,3.7080808104682315
K2-268,,5106.0,-0.429,0.78,,3.7080808104682315
HD 207897,K0 V,5106.0,-0.421,0.78,K,3.7080808104682315
Kepler-326,,5105.0,-0.157,0.8,,3.707995746422929
Kepler-1037,,5105.0,-0.448,0.78,,3.707995746422929
HD 216520,K2,5103.0,-0.452,0.76,K,3.7078255683322316
Kepler-778,,5102.0,-0.413,0.77,,3.7077404542737713
Kepler-1558,,5101.0,-0.48,0.79,,3.707655323531187
Kepler-1661,K,5100.0,-0.513,0.76,K,3.7075701760979363
Kepler-1477,,5100.0,-0.196,0.78,,3.7075701760979363
Kepler-247,,5100.0,-0.422,0.77,,3.7075701760979363
Kepler-245,,5100.0,-0.396,0.8,,3.7075701760979363
Kepler-716,,5099.0,-0.504,0.78,,3.7074850119674734
Kepler-707,,5099.0,-0.501,0.76,,3.7074850119674734
HATS-43,,5099.0,-0.398,0.81,,3.7074850119674734
Kepler-261,,5098.0,-0.471,0.79,,3.7073998311332486
24 Sex,K0 IV,5098.0,1.164,4.9,K,3.7073998311332486
Kepler-1499,,5097.0,-0.464,0.78,,3.707314633588708
TOI-2525,K8 V,5096.0,-0.44,0.79,K,3.707229419327294
Kepler-747,,5096.0,-0.432,0.78,,3.707229419327294
Kepler-156,,5094.0,-0.44,0.81,,3.707058940627596
Kepler-1702,,5093.0,-0.496,0.73,,3.7069736761761782
Kepler-305,,5090.0,-0.423,0.79,,3.7067177823367587
Kepler-152,,5088.0,-0.465,0.72,,3.7065471026403576
Kepler-1930,,5083.0,-0.505,0.84,,3.7061201097027037
Kepler-2001,,5081.0,-0.546,0.77,,3.705949194910296
TOI-2088,,5081.0,-0.362,0.85,,3.705949194910296
CoRoT-8,K1 V,5080.0,-0.4,0.8,K,3.7058637122839193
HATS-44,,5080.0,-0.398,0.85,,3.7058637122839193
TOI-238,K2V,5080.0,-0.472,0.75,K,3.7058637122839193
HD 221416,K0 IV/V,5080.0,0.712,2.94,K,3.7058637122839193
Kepler-305,,5080.0,-0.423,0.8,,3.7058637122839193
Kepler-1537,,5079.0,-0.423,0.77,,3.705778212828598
HAT-P-26,K1,5079.0,-0.359,0.87,K,3.705778212828598
Kepler-161,,5078.0,-0.447,0.81,,3.7056926965377035
HD 18143,K2,5078.0,-0.32,0.87,K,3.7056926965377035
HD 64121,G8/K0 III,5078.0,1.248,5.44,G,3.7056926965377035
Kepler-1389,,5078.0,-0.534,0.74,,3.7056926965377035
K2-348,,5077.0,-0.388,0.85,,3.705607163404605
Kepler-1895,,5076.0,-0.23,0.76,,3.7055216134226674
Kepler-721,,5075.0,-0.362,0.78,,3.7054360465852505
omi UMa,G4 II-III,5075.0,2.063,13.84,G,3.7054360465852505
HD 7924,K0.5 V,5075.0,-0.414,0.78,K,3.7054360465852505
Kepler-989,,5074.0,-0.427,0.78,,3.705350462885712
Kepler-709,,5071.0,-0.481,0.77,,3.7050936105478733
Kepler-1959,,5071.0,-0.474,0.81,,3.7050936105478733
Kepler-776,,5071.0,-0.437,0.78,,3.7050936105478733
TOI-5076,K2 V,5070.0,-0.489,0.78,K,3.705007959333336
WASP-105,K2,5070.0,-0.024,0.9,K,3.705007959333336
Kepler-1503,,5069.0,-0.144,0.74,,3.7049222912234017
Kepler-1170,,5069.0,-0.338,0.76,,3.7049222912234017
TOI-3261,K1.5+/-1,5068.0,-0.367,0.85,K,3.7048366062114035
Kepler-563,,5066.0,-0.444,0.77,,3.7046651854545294
Kepler-1008,,5066.0,-0.507,0.78,,3.7046651854545294
TOI-1272,,5065.0,-0.426,0.79,,3.704579449696299
Kepler-1145,,5064.0,-0.498,0.75,,3.7044936970092985
Kepler-1228,,5063.0,-0.555,0.74,,3.704407927386841
K2-283,,5060.0,-0.524,0.82,,3.7041505168397992
Kepler-876,,5060.0,-0.338,0.77,,3.7041505168397992
TOI-238,K2V,5059.0,-0.471,0.73,K,3.7040646794085674
Kepler-78,G,5058.0,-0.498,0.75,G,3.703978825008386
TOI-1694,,5058.0,-0.418,0.8,,3.703978825008386
K2-59,,5055.0,-0.66,0.73,,3.70372115992702
Kepler-1148,,5054.0,-0.531,0.77,,3.703635237583896
K2-47,,5054.0,-0.482,0.76,,3.703635237583896
Kepler-44,G2 IV,5053.78,0.213,1.67,G,3.7036163323869022
Kepler-1143,,5053.0,-0.623,0.77,,3.7035492982382303
EPIC 201841433,,5053.0,-0.635,0.63,,3.7035492982382303
Kepler-1259,,5053.0,-0.333,0.77,,3.7035492982382303
Qatar-6,K2 V,5052.0,-0.514,0.72,K,3.703463341883293
HD 189733,K2 V,5052.0,-0.46,0.75,K,3.703463341883293
Kepler-1794,,5052.0,-0.611,0.82,,3.703463341883293
