pl_name,hostname,ra,dec,planet_mass_earth,planet_radius_earth,orbital_period_days,equilibrium_temp_k,discoverymethod,disc_year,stellar_type,distance_parsecs
Kepler-1242 b,Kepler-1242,284.606,41.196,5.730,2.260,13.63,639,Transit,2016,,687.62
Kepler-995 b,Kepler-995,284.616,39.131,7.750,2.700,28.27,517,Transit,2016,,609.64
Kepler-921 b,Kepler-921,284.616,49.191,8.600,2.870,51.30,492,Transit,2016,,934.49
Kepler-506 b,Kepler-506,284.635,40.720,7.900,2.730,6.88,1080,Transit,2016,,228.44
Kepler-558 b,Kepler-558,284.658,42.653,6.210,2.370,29.01,498,Transit,2016,,661.88
Kepler-1328 b,Kepler-1328,284.675,44.418,0.904,0.980,4.52,1214,Transit,2016,,813.54
Kepler-282 b,Kepler-282,284.677,44.798,1.010,1.010,9.22,817,Transit,2014,,1337.61
Kepler-282 c,Kepler-282,284.677,44.798,1.870,1.200,13.64,717,Transit,2014,,1337.61
Kepler-282 d,Kepler-282,284.677,44.798,61.000,2.460,24.81,588,Transit,2013,,1337.61
Kepler-282 e,Kepler-282,284.677,44.798,56.200,3.100,44.35,484,Transit,2013,,1337.61
Kepler-735 b,Kepler-735,284.689,46.172,9.010,2.950,11.52,657,Transit,2016,,695.06
Kepler-1719 b,Kepler-1719,284.707,38.937,14.800,3.950,6.15,1287,Transit,2021,,905.41
Kepler-922 b,Kepler-922,284.732,49.533,2.600,1.420,0.94,1876,Transit,2016,,536.32
Kepler-134 b,Kepler-134,284.739,49.598,4.660,2.000,5.32,1105,Transit,2014,,334.80
Kepler-134 c,Kepler-134,284.739,49.598,2.130,1.260,10.11,892,Transit,2014,,334.80
Kepler-1853 b,Kepler-1853,284.748,46.374,2.920,1.519,48.89,386,Transit,2021,,562.35
Kepler-214 b,Kepler-214,284.755,44.956,7.320,2.610,15.66,758,Transit,2014,,1208.44
Kepler-214 c,Kepler-214,284.755,44.956,5.180,2.130,28.78,619,Transit,2014,,1208.44
Kepler-1498 b,Kepler-1498,284.778,44.917,2.330,1.330,48.05,564,Transit,2016,,740.00
Kepler-408 b,Kepler-408,284.786,48.423,5.000,0.820,2.47,1561,Transit,2014,,88.78
Kepler-647 b,Kepler-647,284.788,44.592,1.710,1.170,16.23,788,Transit,2016,,1087.87
Kepler-647 c,Kepler-647,284.788,44.592,15.100,4.001,29.67,644,Transit,2020,,1087.87
Kepler-388 b,Kepler-388,284.828,44.609,0.457,0.810,3.17,830,Transit,2014,,425.00
Kepler-388 c,Kepler-388,284.828,44.609,0.566,0.860,13.30,515,Transit,2014,,425.00
Kepler-723 b,Kepler-723,284.830,44.658,,12.190,4.08,1016,Transit,2016,,1071.80
Kepler-1335 b,Kepler-1335,284.838,42.070,2.700,1.450,6.26,809,Transit,2016,,621.85
Kepler-1751 b,Kepler-1751,284.847,49.692,3.980,1.824,7.02,984,Transit,2021,,1291.47
Kepler-826 b,Kepler-826,284.860,39.241,2.100,1.250,4.49,1305,Transit,2016,,779.60
Kepler-1614 b,Kepler-1614,284.871,49.776,2.830,1.490,3.95,981,Transit,2016,,1191.19
Kepler-1235 b,Kepler-1235,284.903,43.954,0.418,0.790,4.16,985,Transit,2016,,540.60
Kepler-1292 b,Kepler-1292,284.906,43.949,3.970,1.820,3.28,1195,Transit,2016,,1493.43
Kepler-814 b,Kepler-814,284.911,48.432,5.140,2.120,6.15,1164,Transit,2016,,2055.77
Kepler-638 b,Kepler-638,284.919,41.617,4.010,1.830,6.08,1111,Transit,2016,,991.21
Kepler-504 b,Kepler-504,284.922,45.972,3.150,1.590,9.55,374,Transit,2016,,99.07
Kepler-1414 b,Kepler-1414,284.929,42.422,2.040,1.230,3.52,1033,Transit,2016,,570.84
Kepler-26 b,Kepler-26,284.941,46.566,5.120,2.780,12.28,431,Transit,2011,M0 V,335.31
Kepler-26 c,Kepler-26,284.941,46.566,6.200,2.720,17.26,385,Transit,2011,M0 V,335.31
Kepler-26 d,Kepler-26,284.941,46.566,1.240,1.070,3.54,652,Transit,2014,M0 V,335.31
Kepler-26 e,Kepler-26,284.941,46.566,6.390,2.410,46.83,276,Transit,2014,M0 V,335.31
Kepler-893 b,Kepler-893,284.963,43.913,9.430,3.030,6.34,1034,Transit,2016,,1285.59
Kepler-196 b,Kepler-196,284.969,42.079,4.270,1.900,20.74,536,Transit,2014,,451.31
Kepler-196 c,Kepler-196,284.969,42.079,5.650,2.240,47.43,407,Transit,2014,,451.31
Kepler-196 d,Kepler-196,284.969,42.079,7.560,2.661,122.08,297,Transit,2021,,451.31
Kepler-1702 b,Kepler-1702,284.972,44.567,3.200,1.602,18.50,555,Transit,2020,,857.14
Kepler-1093 b,Kepler-1093,284.978,41.420,4.460,1.950,25.08,776,Transit,2016,,1072.88
Kepler-1093 c,Kepler-1093,284.978,41.420,4.500,1.960,89.72,508,Transit,2016,,1072.88
K2-107 b,K2-107,284.985,-22.293,266.977,15.980,3.31,1649,Transit,2017,F9 IV,685.20
Kepler-1712 b,Kepler-1712,284.999,50.147,5.830,2.284,13.82,391,Transit,2021,,156.26
Kepler-1190 b,Kepler-1190,285.000,49.480,2.330,1.330,10.46,609,Transit,2016,,342.51
HD 175167 b,HD 175167,285.003,-69.945,4703.860,12.300,1175.00,,Radial Velocity,2009,G5 IV/V,71.09
Kepler-974 b,Kepler-974,285.013,40.221,3.090,1.570,4.19,577,Transit,2016,,134.31
Kepler-1325 b,Kepler-1325,285.017,42.085,8.550,2.860,33.88,564,Transit,2016,,973.37
Kepler-1991 b,Kepler-1991,285.036,45.071,2.760,1.470,13.26,760,Transit,2023,,855.82
Kepler-1991 c,Kepler-1991,285.036,45.071,7.130,2.570,22.79,634,Transit,2023,,855.82
Kepler-513 b,Kepler-513,285.042,50.075,5.480,2.200,28.86,623,Transit,2016,,468.26
Kepler-864 b,Kepler-864,285.057,46.321,6.350,2.400,5.83,1143,Transit,2016,,2022.90
Kepler-864 c,Kepler-864,285.057,46.321,3.260,1.620,2.42,1532,Transit,2023,,2022.90
Kepler-1366 b,Kepler-1366,285.065,41.555,2.630,1.430,2.17,783,Transit,2016,,465.83
Kepler-1805 b,Kepler-1805,285.087,40.899,3.000,1.545,8.85,479,Transit,2021,,221.64
HATS-29 b,HATS-29,285.097,-54.893,207.543,14.022,4.61,1212,Transit,2016,G,353.89
Kepler-983 b,Kepler-983,285.104,45.008,6.170,2.360,60.09,485,Transit,2016,,714.44
Kepler-243 b,Kepler-243,285.110,42.034,6.570,2.450,5.72,850,Transit,2014,,693.86
Kepler-243 c,Kepler-243,285.110,42.034,4.620,1.990,20.03,559,Transit,2014,,693.86
Kepler-1526 b,Kepler-1526,285.120,38.866,6.480,2.430,3.91,787,Transit,2016,,555.57
Kepler-1014 b,Kepler-1014,285.122,44.111,6.300,2.390,16.57,614,Transit,2016,,624.80
Kepler-1214 b,Kepler-1214,285.143,49.801,6.170,2.360,18.83,591,Transit,2016,,729.23
Kepler-1531 b,Kepler-1531,285.147,39.371,1.410,1.110,1.14,2537,Transit,2016,,666.33
Kepler-1415 b,Kepler-1415,285.157,47.873,2.210,1.290,0.64,1846,Transit,2016,,1043.56
Kepler-1661 b,Kepler-1661,285.167,41.967,17.000,3.870,175.06,243,Transit,2020,K,410.61
Kepler-55 b,Kepler-55,285.168,44.026,43.000,2.430,27.95,400,Transit,2012,,578.80
Kepler-55 c,Kepler-55,285.168,44.026,69.800,2.210,42.15,349,Transit,2012,,578.80
Kepler-55 d,Kepler-55,285.168,44.026,3.150,1.590,2.21,931,Transit,2014,,578.80
Kepler-55 e,Kepler-55,285.168,44.026,3.020,1.550,4.62,728,Transit,2014,,578.80
Kepler-55 f,Kepler-55,285.168,44.026,3.150,1.590,10.20,559,Transit,2014,,578.80
Kepler-1254 b,Kepler-1254,285.173,48.770,3.020,1.550,9.99,660,Transit,2016,,622.82
Kepler-1254 c,Kepler-1254,285.173,48.770,2.240,1.300,3.60,927,Transit,2016,,622.82
Kepler-1254 d,Kepler-1254,285.173,48.770,2.270,1.310,5.73,794,Transit,2016,,622.82
Kepler-674 b,Kepler-674,285.176,50.150,3.500,1.690,2.24,822,Transit,2016,,342.25
Kepler-381 b,Kepler-381,285.183,43.831,0.937,0.990,5.63,1576,Transit,2014,,267.32
Kepler-381 c,Kepler-381,285.183,43.831,1.460,1.120,13.39,1180,Transit,2014,,267.32
Kepler-381 d,Kepler-381,285.183,43.831,1.230,1.067,8.26,1387,Transit,2021,,267.32
KIC 3526061 b,KIC 3526061,285.186,38.611,5768.586,12.100,3552.00,,Radial Velocity,2022,,401.23
Kepler-127 b,Kepler-127,285.190,46.028,2.540,1.400,14.44,884,Transit,2014,,352.79
Kepler-127 c,Kepler-127,285.190,46.028,7.560,2.660,29.39,698,Transit,2014,,352.79
Kepler-127 d,Kepler-127,285.190,46.028,7.460,2.640,48.63,590,Transit,2014,,352.79
Kepler-1130 b,Kepler-1130,285.207,45.384,0.437,0.800,5.45,904,Transit,2016,,249.34
Kepler-1130 c,Kepler-1130,285.207,45.384,0.422,0.792,3.27,1072,Transit,2021,,249.34
Kepler-1130 d,Kepler-1130,285.207,45.384,0.202,0.645,4.27,981,Transit,2021,,249.34
Kepler-686 b,Kepler-686,285.214,39.027,,12.150,1.60,1539,Transit,2016,,1490.94
Kepler-1814 b,Kepler-1814,285.217,41.282,6.210,2.370,2.94,1022,Transit,2021,,726.35
Kepler-1814 c,Kepler-1814,285.217,41.282,3.750,1.760,0.63,1711,Transit,2023,,726.35
Kepler-1272 b,Kepler-1272,285.220,38.806,6.210,2.370,51.13,542,Transit,2016,,1206.37
Kepler-815 b,Kepler-815,285.221,47.881,15.800,4.110,8.58,1374,Transit,2016,,1259.28
Kepler-1261 b,Kepler-1261,285.232,48.807,5.730,2.260,48.43,396,Transit,2016,,744.29
Kepler-43 b,Kepler-43,285.241,46.668,1026.591,13.664,3.02,1620,Transit,2011,F8 V,1005.84
Kepler-837 b,Kepler-837,285.247,45.950,7.080,2.560,16.56,701,Transit,2016,,901.91
Kepler-1996 b,Kepler-1996,285.254,46.582,5.730,2.260,32.38,392,Transit,2023,,440.56
Kepler-1996 c,Kepler-1996,285.254,46.582,8.300,2.810,92.73,276,Transit,2023,,440.56
Kepler-447 b,Kepler-447,285.269,48.560,435.410,18.490,7.79,882,Transit,2015,G8 V,268.04
HD 175607 b,HD 175607,285.274,-66.194,8.980,2.940,29.01,,Radial Velocity,2015,G6 V,40.33
Kepler-1304 b,Kepler-1304,285.276,39.447,5.860,2.290,16.13,715,Transit,2016,,2176.08
Kepler-30 b,Kepler-30,285.284,38.947,11.300,3.900,29.33,524,Transit,2012,,914.22
Kepler-30 c,Kepler-30,285.284,38.947,640.000,12.300,60.32,411,Transit,2012,,914.22
Kepler-30 d,Kepler-30,285.284,38.947,23.100,8.800,143.34,308,Transit,2012,,914.22
Kepler-205 b,Kepler-205,285.287,41.861,2.890,1.510,2.76,757,Transit,2014,M1 V,159.72
Kepler-205 c,Kepler-205,285.287,41.861,3.330,1.640,20.31,389,Transit,2014,M1 V,159.72
Kepler-1849 b,Kepler-1849,285.292,41.256,6.290,2.387,57.29,355,Transit,2021,,631.88
Kepler-1223 b,Kepler-1223,285.296,44.553,1.980,1.220,16.30,557,Transit,2016,,459.96
Kepler-878 b,Kepler-878,285.296,46.603,4.380,1.930,25.94,501,Transit,2016,,791.63
Kepler-129 b,Kepler-129,285.311,47.848,20.000,2.400,15.79,910,Transit,2014,G4 V,408.85
Kepler-129 c,Kepler-129,285.311,47.848,43.000,2.520,82.20,525,Transit,2014,G4 V,408.85
Kepler-129 d,Kepler-129,285.311,47.848,2637.976,12.600,2646.00,,Radial Velocity,2021,G4 V,408.85
Kepler-1482 b,Kepler-1482,285.314,48.725,1.010,1.010,12.25,678,Transit,2016,,567.56
Kepler-1932 b,Kepler-1932,285.331,41.064,2.910,1.515,0.52,1891,Transit,2021,,713.73
Kepler-1444 b,Kepler-1444,285.331,42.041,5.390,2.180,33.42,581,Transit,2016,,319.68
Kepler-295 b,Kepler-295,285.346,45.368,1.980,1.220,12.65,741,Transit,2014,,1699.19
Kepler-295 c,Kepler-295,285.346,45.368,1.710,1.170,21.53,621,Transit,2014,,1699.19
Kepler-295 d,Kepler-295,285.346,45.368,2.420,1.360,33.88,533,Transit,2014,,1699.19
Kepler-204 b,Kepler-204,285.347,41.762,6.940,2.530,14.40,828,Transit,2014,,686.72
Kepler-204 c,Kepler-204,285.347,41.762,3.860,1.790,25.66,683,Transit,2014,,686.72
Kepler-1440 b,Kepler-1440,285.347,48.312,2.130,1.260,39.86,597,Transit,2016,,1115.35
Kepler-1635 b,Kepler-1635,285.349,45.556,12.900,3.640,469.63,200,Transit,2016,,1069.45
Kepler-440 b,Kepler-440,285.350,41.452,4.120,1.860,101.11,229,Transit,2015,,301.03
Kepler-1429 b,Kepler-1429,285.366,49.045,2.210,1.290,4.49,1199,Transit,2016,,1214.09
Kepler-442 b,Kepler-442,285.367,39.280,2.360,1.340,112.31,241,Transit,2015,,365.97
Kepler-952 b,Kepler-952,285.372,41.994,45.400,7.650,130.36,369,Transit,2016,,1304.25
Kepler-1067 b,Kepler-1067,285.387,45.049,0.437,0.800,0.76,1872,Transit,2016,,667.69
Kepler-1067 c,Kepler-1067,285.387,45.049,3.700,1.747,5.43,973,Transit,2021,,667.69
Kepler-736 b,Kepler-736,285.391,46.181,8.910,2.930,3.60,996,Transit,2016,,1005.43
Kepler-1258 b,Kepler-1258,285.405,49.995,0.566,0.860,0.99,2335,Transit,2016,,717.56
Kepler-1604 b,Kepler-1604,285.411,44.412,2.570,1.410,0.68,2023,Transit,2016,,541.19
Kepler-350 b,Kepler-350,285.420,39.706,4.080,1.850,11.19,1037,Transit,2014,,956.86
Kepler-350 c,Kepler-350,285.420,39.706,6.100,3.100,17.85,888,Transit,2013,,956.86
Kepler-350 d,Kepler-350,285.420,39.706,14.900,2.800,26.14,782,Transit,2013,,956.86
Kepler-811 b,Kepler-811,285.424,47.835,7.750,2.700,23.58,730,Transit,2016,,985.04
Kepler-838 b,Kepler-838,285.435,45.976,7.900,2.730,15.75,777,Transit,2016,,1104.04
Kepler-211 b,Kepler-211,285.439,43.169,2.130,1.260,4.14,954,Transit,2014,,309.35
Kepler-211 c,Kepler-211,285.439,43.169,18.300,1.290,6.04,841,Transit,2014,,309.35
Kepler-1644 b,Kepler-1644,285.475,48.035,4.190,1.880,21.09,606,Transit,2016,,629.27
Kepler-907 b,Kepler-907,285.476,41.633,1.870,1.200,15.87,879,Transit,2016,,352.00
Kepler-551 b,Kepler-551,285.485,48.054,7.900,2.730,12.38,483,Transit,2016,,311.18
Kepler-668 b,Kepler-668,285.499,49.277,7.750,2.700,8.35,790,Transit,2016,,784.62
Kepler-1601 b,Kepler-1601,285.513,38.080,0.477,0.820,2.21,1507,Transit,2016,,644.46
Kepler-555 b,Kepler-555,285.517,38.932,8.400,2.830,16.22,664,Transit,2016,,973.12
Kepler-730 b,Kepler-730,285.555,45.579,,12.330,6.49,1219,Transit,2016,,1935.04
Kepler-730 c,Kepler-730,285.555,45.579,3.090,1.569,2.85,1607,Transit,2018,,1935.04
Kepler-1460 b,Kepler-1460,285.558,44.011,4.500,1.960,29.96,391,Transit,2016,,553.22
Kepler-1596 b,Kepler-1596,285.558,49.330,4.270,1.900,66.37,471,Transit,2016,,2146.23
Kepler-9 b,Kepler-9,285.574,38.401,43.400,8.290,19.24,661,Transit,2010,,628.26
Kepler-9 c,Kepler-9,285.574,38.401,29.900,8.080,38.99,523,Transit,2010,,628.26
Kepler-9 d,Kepler-9,285.574,38.401,8.415,1.640,1.59,2026,Transit,2010,,628.26
Kepler-2000 b,Kepler-2000,285.574,49.962,7.900,2.730,6.38,530,Transit,2023,,320.59
Kepler-2000 c,Kepler-2000,285.574,49.962,3.090,1.570,20.62,359,Transit,2023,,320.59
KOI-1833 d,Kepler-968,285.603,50.112,11.020,2.580,7.69,613,Transit,2021,,290.32
Kepler-968 b,Kepler-968,285.603,50.112,4.660,2.000,3.69,745,Transit,2016,,290.32
Kepler-968 c,Kepler-968,285.603,50.112,3.500,1.690,5.71,644,Transit,2016,,290.32
Kepler-4 b,Kepler-4,285.615,50.136,24.472,4.002,3.21,1650,Transit,2009,,487.92
Kepler-821 b,Kepler-821,285.617,39.379,2.270,1.310,1.92,1215,Transit,2016,,614.57
Kepler-779 b,Kepler-779,285.629,44.311,0.721,0.920,7.10,425,Transit,2016,,283.16
TOI-2095 b,TOI-2095,285.637,75.419,4.100,1.250,17.67,347,Transit,2023,M2.5 V,41.92
TOI-2095 c,TOI-2095,285.637,75.419,7.400,1.330,28.17,297,Transit,2023,M2.5 V,41.92
Kepler-649 b,Kepler-649,285.656,45.079,5.730,2.260,29.91,564,Transit,2016,,513.75
Kepler-98 b,Kepler-98,285.662,37.965,3.550,1.990,1.54,1592,Transit,2014,,350.32
Kepler-813 b,Kepler-813,285.663,48.435,5.220,2.140,19.13,817,Transit,2016,,840.00
Kepler-1673 b,Kepler-1673,285.667,48.720,8.930,2.936,33.79,611,Transit,2020,,727.19
Kepler-91 b,Kepler-91,285.673,44.117,257.442,15.323,6.25,2040,Transit,2013,K3,1294.69
Kepler-1851 b,Kepler-1851,285.674,45.640,14.500,3.900,12.02,776,Transit,2021,,1589.81
Kepler-10 b,Kepler-10,285.679,50.241,3.260,1.470,0.84,2188,Transit,2011,,185.51
Kepler-10 c,Kepler-10,285.679,50.241,11.400,2.355,45.29,578,Transit,2011,,185.51
Kepler-10 d,Kepler-10,285.679,50.241,12.680,3.610,151.04,,Radial Velocity,2023,,185.51
Kepler-1939 b,Kepler-1939,285.690,40.995,1.680,1.165,2.79,816,Transit,2021,,189.83
Kepler-1126 b,Kepler-1126,285.692,45.689,3.640,1.730,108.59,374,Transit,2016,,635.74
Kepler-1126 c,Kepler-1126,285.692,45.689,2.700,1.450,199.67,305,Transit,2023,,635.74
Kepler-1619 b,Kepler-1619,285.704,44.422,0.363,0.760,23.62,797,Transit,2016,,734.85
Kepler-1479 b,Kepler-1479,285.712,49.707,4.010,1.830,14.53,746,Transit,2016,,728.67
Kepler-1288 b,Kepler-1288,285.714,41.606,1.460,1.120,2.76,2017,Transit,2016,,814.08
Kepler-1389 b,Kepler-1389,285.717,44.758,3.780,1.770,99.25,300,Transit,2016,,497.09
Kepler-230 b,Kepler-230,285.719,48.506,16.800,4.260,32.63,506,Transit,2014,,740.75
Kepler-230 c,Kepler-230,285.719,48.506,4.820,2.040,91.77,359,Transit,2014,,740.75
Kepler-1211 b,Kepler-1211,285.721,40.857,7.040,2.550,11.02,840,Transit,2016,,1826.53
Kepler-1595 b,Kepler-1595,285.723,43.009,2.040,1.230,4.56,980,Transit,2016,,845.02
Kepler-1542 b,Kepler-1542,285.728,42.654,0.363,0.760,3.95,1160,Transit,2016,,399.11
Kepler-1542 c,Kepler-1542,285.728,42.654,0.208,0.650,2.89,1287,Transit,2016,,399.11
Kepler-1542 d,Kepler-1542,285.728,42.654,0.590,0.870,5.99,1010,Transit,2016,,399.11
Kepler-1542 e,Kepler-1542,285.728,42.654,0.363,0.760,5.10,1065,Transit,2016,,399.11
Kepler-1439 b,Kepler-1439,285.740,40.980,2.730,1.460,8.07,420,Transit,2016,,225.39
Kepler-1373 b,Kepler-1373,285.752,39.249,1.650,1.160,1.29,1887,Transit,2016,,1699.46
Kepler-354 b,Kepler-354,285.752,41.336,4.040,1.840,5.48,741,Transit,2014,,554.06
Kepler-354 c,Kepler-354,285.752,41.336,2.270,1.310,16.93,508,Transit,2014,,554.06
Kepler-354 d,Kepler-354,285.752,41.336,2.070,1.240,24.21,451,Transit,2014,,554.06
HD 176986 b,HD 176986,285.774,-11.045,5.740,2.260,6.49,,Radial Velocity,2017,K2.5 V,27.78
HD 176986 c,HD 176986,285.774,-11.045,9.180,2.980,16.82,,Radial Velocity,2017,K2.5 V,27.78
Kepler-592 b,Kepler-592,285.791,48.683,6.300,2.390,2.82,1367,Transit,2016,,1153.13
Kepler-1369 b,Kepler-1369,285.797,40.936,7.700,2.690,25.87,667,Transit,2016,,1236.56
Kepler-355 b,Kepler-355,285.799,42.812,2.730,1.460,11.03,840,Transit,2014,,1432.17
Kepler-355 c,Kepler-355,285.799,42.812,7.800,2.710,25.76,633,Transit,2014,,1432.17
Kepler-1273 b,Kepler-1273,285.803,44.873,6.760,2.490,28.63,573,Transit,2016,,1114.24
Kepler-1221 b,Kepler-1221,285.822,45.712,4.190,1.880,12.00,632,Transit,2016,,913.65
Kepler-1461 b,Kepler-1461,285.831,43.198,4.780,2.030,29.35,451,Transit,2016,,679.11
Kepler-149 b,Kepler-149,285.854,38.384,16.500,4.210,29.20,540,Transit,2014,,571.03
Kepler-149 c,Kepler-149,285.854,38.384,3.220,1.610,55.33,436,Transit,2014,,571.03
Kepler-149 d,Kepler-149,285.854,38.384,14.900,3.960,160.02,306,Transit,2014,,571.03
Kepler-1266 b,Kepler-1266,285.869,42.728,7.180,2.580,28.48,489,Transit,2016,,849.31
Kepler-1266 c,Kepler-1266,285.869,42.728,3.460,1.680,4.87,881,Transit,2021,,849.31
Kepler-529 b,Kepler-529,285.888,47.880,4.120,1.860,1.98,1662,Transit,2016,,799.01
Kepler-529 c,Kepler-529,285.888,47.880,4.660,2.000,12.84,891,Transit,2016,,799.01
Kepler-529 d,Kepler-529,285.888,47.880,8.220,2.795,35.87,633,Transit,2021,,799.01
Kepler-1138 b,Kepler-1138,285.899,48.307,3.530,1.700,3.17,1080,Transit,2016,,872.33
Kepler-599 b,Kepler-599,285.912,41.070,8.450,2.840,15.66,623,Transit,2016,,558.52
Kepler-1308 b,Kepler-1308,285.929,38.521,0.093,0.520,2.10,662,Transit,2016,,112.71
Kepler-495 b,Kepler-495,285.931,39.098,23.800,5.230,3.41,1200,Transit,2016,,658.92
Kepler-495 c,Kepler-495,285.931,39.098,1.980,1.219,5.90,1000,Transit,2021,,658.92
Kepler-1748 b,Kepler-1748,285.968,45.739,7.810,2.713,5.82,955,Transit,2021,,1083.28
Kepler-1580 b,Kepler-1580,285.969,41.364,5.100,2.110,56.65,733,Transit,2016,,1002.02
Kepler-169 b,Kepler-169,286.000,40.919,1.510,1.130,3.25,962,Transit,2014,,406.53
Kepler-169 c,Kepler-169,286.000,40.919,1.920,1.210,6.20,776,Transit,2014,,406.53
Kepler-169 d,Kepler-169,286.000,40.919,2.100,1.250,8.35,702,Transit,2014,,406.53
Kepler-169 e,Kepler-169,286.000,40.919,5.480,2.200,13.77,595,Transit,2014,,406.53
Kepler-169 f,Kepler-169,286.000,40.919,7.180,2.580,87.09,321,Transit,2014,,406.53
Kepler-1135 b,Kepler-1135,286.003,44.757,4.080,1.850,76.96,451,Transit,2016,,1314.64
Kepler-611 b,Kepler-611,286.005,45.480,3.360,1.650,2.44,1513,Transit,2016,,1395.56
Kepler-1978 b,Kepler-1978,286.007,38.010,7.610,2.670,10.85,676,Transit,2023,,865.51
Kepler-802 b,Kepler-802,286.016,45.008,12.300,3.540,40.06,489,Transit,2016,,780.59
Kepler-591 b,Kepler-591,286.024,48.432,11.400,3.390,81.17,436,Transit,2016,,785.14
Kepler-1060 b,Kepler-1060,286.025,39.631,6.260,2.380,46.88,484,Transit,2016,,946.57
Kepler-384 b,Kepler-384,286.026,44.783,1.460,1.120,22.60,670,Transit,2014,,895.68
Kepler-384 c,Kepler-384,286.026,44.783,1.510,1.130,45.35,531,Transit,2014,,895.68
Kepler-407 b,Kepler-407,286.036,49.615,3.200,1.070,0.67,1983,Transit,2014,,338.37
Kepler-407 c,Kepler-407,286.036,49.615,4000.000,12.300,3000.00,,Radial Velocity,2014,,338.37
TrES-1 b,TrES-1,286.041,36.633,266.977,12.666,3.03,1140,Transit,2004,K0 V,159.66
Kepler-177 b,Kepler-177,286.047,45.053,5.840,3.500,36.86,549,Transit,2013,,1435.44
Kepler-177 c,Kepler-177,286.047,45.053,14.700,8.730,49.41,497,Transit,2013,,1435.44
Kepler-1549 b,Kepler-1549,286.052,39.096,7.130,2.570,214.89,286,Transit,2016,,803.05
Kepler-801 b,Kepler-801,286.075,44.665,4.660,2.000,11.42,419,Transit,2016,,440.43
Kepler-235 b,Kepler-235,286.079,39.278,5.600,2.230,3.34,731,Transit,2014,M0 V,428.02
Kepler-235 c,Kepler-235,286.079,39.278,2.180,1.280,7.83,555,Transit,2014,M0 V,428.02
Kepler-235 d,Kepler-235,286.079,39.278,4.860,2.050,20.06,401,Transit,2014,M0 V,428.02
Kepler-235 e,Kepler-235,286.079,39.278,5.560,2.220,46.18,306,Transit,2014,M0 V,428.02
Kepler-412 b,Kepler-412,286.110,43.681,299.078,15.031,1.72,1850,Transit,2014,G3 V,1086.24
Kepler-1034 b,Kepler-1034,286.115,37.967,5.730,2.260,12.12,675,Transit,2016,,654.55
Kepler-547 b,Kepler-547,286.119,44.345,15.100,4.000,6.01,768,Transit,2016,,378.97
Kepler-1453 b,Kepler-1453,286.126,47.948,7.610,2.670,47.16,503,Transit,2016,,1196.04
Kepler-1495 b,Kepler-1495,286.131,38.780,8.960,2.940,85.27,443,Transit,2016,,1355.54
Kepler-1299 b,Kepler-1299,286.150,37.411,9.170,2.980,19.94,588,Transit,2016,,1404.94
Kepler-121 b,Kepler-121,286.162,39.678,6.080,2.340,3.18,997,Transit,2014,,510.52
Kepler-121 c,Kepler-121,286.162,39.678,5.770,2.270,41.01,425,Transit,2014,,510.52
Kepler-1358 b,Kepler-1358,286.171,43.009,1.460,1.120,7.06,827,Transit,2016,,547.00
Kepler-1599 b,Kepler-1599,286.221,41.151,3.260,1.620,122.36,407,Transit,2016,,1328.20
Kepler-1773 b,Kepler-1773,286.223,38.258,12.100,3.505,40.81,623,Transit,2021,,681.26
Kepler-1866 b,Kepler-1866,286.225,44.654,4.990,2.082,11.66,834,Transit,2021,,976.74
Kepler-12 b,Kepler-12,286.243,50.040,137.303,19.661,4.44,1480,Transit,2011,,881.39
Kepler-514 b,Kepler-514,286.247,50.242,3.610,1.720,5.65,1248,Transit,2016,,455.34
Kepler-618 b,Kepler-618,286.250,48.061,7.270,2.600,3.60,1296,Transit,2016,,1221.96
Kepler-1842 b,Kepler-1842,286.252,42.378,6.140,2.354,14.03,822,Transit,2021,,923.55
Kepler-1691 b,Kepler-1691,286.254,41.022,4.020,1.835,3.85,1283,Transit,2020,,1267.67
Kepler-886 b,Kepler-886,286.272,43.595,2.920,1.520,6.24,1111,Transit,2016,,711.30
Kepler-1400 b,Kepler-1400,286.272,45.441,3.260,1.620,9.07,725,Transit,2016,,752.24
Kepler-1001 b,Kepler-1001,286.274,48.619,10.100,3.150,14.31,693,Transit,2016,,928.98
Kepler-1001 c,Kepler-1001,286.274,48.619,3.110,1.578,9.18,804,Transit,2020,,928.98
Kepler-360 b,Kepler-360,286.285,44.782,3.360,1.650,3.29,1116,Transit,2014,,876.04
Kepler-360 c,Kepler-360,286.285,44.782,5.060,2.100,7.19,860,Transit,2014,,876.04
Kepler-1854 b,Kepler-1854,286.286,37.387,7.210,2.587,39.83,420,Transit,2021,,423.35
Kepler-1005 b,Kepler-1005,286.286,43.321,2.860,1.500,6.50,1026,Transit,2016,,567.81
Kepler-1961 b,Kepler-1961,286.330,39.683,3.250,1.619,5.61,866,Transit,2021,,1042.45
HD 177830 b,HD 177830,286.336,25.920,537.133,13.500,410.10,,Radial Velocity,1999,K0,62.77
HD 177830 c,HD 177830,286.336,25.920,47.672,7.870,110.90,,Radial Velocity,2010,K0,62.77
Kepler-1349 b,Kepler-1349,286.339,48.744,0.271,0.700,2.13,1668,Transit,2016,,276.32
Kepler-1271 b,Kepler-1271,286.344,37.412,2.790,1.480,3.03,1484,Transit,2016,,831.99
